label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
G,0.49925,0.244325,0,0.419297,0.260131,-0.053872,0.369979,0.331683,-0.078331,0.358099,0.410822,-0.099479,0.374503,0.459269,-0.114059,0.377149,0.458303,-0.033242,0.384152,0.509335,-0.087545,0.404882,0.438756,-0.117753,0.417742,0.3738,-0.128164,0.429654,0.473407,-0.028056,0.434885,0.529523,-0.096136,0.452784,0.434052,-0.122681,0.45797,0.360659,-0.125421,0.483602,0.482143,-0.033606,0.49035,0.531804,-0.10034,0.493148,0.43665,-0.117033,0.491544,0.362177,-0.109217,0.534868,0.479219,-0.043168,0.539005,0.56536,-0.079749,0.535616,0.612887,-0.095499,0.526514,0.662626,-0.099785
G,0.496183,0.245107,0,0.416201,0.268669,-0.042881,0.36698,0.347348,-0.060601,0.35748,0.425142,-0.076453,0.372815,0.467273,-0.086541,0.380813,0.465285,-0.02521,0.387618,0.518322,-0.073019,0.407056,0.446965,-0.098753,0.417485,0.380668,-0.106863,0.431856,0.480331,-0.023708,0.435874,0.53881,-0.085128,0.453198,0.444268,-0.108155,0.457866,0.369753,-0.109271,0.484675,0.487537,-0.031383,0.490514,0.538747,-0.092278,0.494204,0.443441,-0.106335,0.492787,0.369952,-0.097755,0.535961,0.481794,-0.042051,0.541077,0.572023,-0.074933,0.537717,0.619025,-0.087979,0.528571,0.668628,-0.090802
G,0.485324,0.249593,0,0.411178,0.25345,-0.059163,0.360037,0.308826,-0.090541,0.339525,0.369608,-0.117114,0.338602,0.400693,-0.136136,0.381813,0.459058,-0.055136,0.381321,0.509425,-0.109515,0.400914,0.435517,-0.13456,0.414824,0.372712,-0.141278,0.433933,0.479939,-0.048404,0.433617,0.53676,-0.115116,0.447556,0.440602,-0.13512,0.454308,0.369236,-0.134094,0.486084,0.487972,-0.05128,0.490432,0.538316,-0.114411,0.488063,0.441705,-0.123051,0.484179,0.369956,-0.111715,0.535196,0.482513,-0.058814,0.54126,0.569981,-0.09271,0.536435,0.619797,-0.10421,0.526536,0.674737,-0.106552
G,0.49141,0.238961,0,0.416274,0.252537,-0.05428,0.36765,0.320851,-0.080094,0.3589,0.39606,-0.102238,0.38003,0.435522,-0.1181,0.377598,0.449747,-0.038728,0.382708,0.507219,-0.092462,0.401013,0.43642,-0.120763,0.411209,0.369597,-0.129656,0.429729,0.466209,-0.033636,0.431471,0.526968,-0.100441,0.447207,0.431869,-0.124172,0.451717,0.358345,-0.12474,0.483478,0.474337,-0.03883,0.488754,0.524921,-0.10429,0.490123,0.429368,-0.118779,0.486646,0.356567,-0.109502,0.534492,0.472247,-0.048007,0.538198,0.561473,-0.083295,0.536113,0.609684,-0.097144,0.528329,0.660751,-0.100136
G,0.490552,0.242649,0,0.41414,0.251006,-0.058069,0.359764,0.305425,-0.088013,0.338597,0.364842,-0.114378,0.353089,0.386758,-0.134353,0.371238,0.445919,-0.041498,0.379343,0.500116,-0.0972,0.397419,0.432437,-0.127647,0.409473,0.365802,-0.138107,0.423987,0.463852,-0.035891,0.428048,0.522197,-0.103239,0.444681,0.430243,-0.127366,0.45067,0.358021,-0.129005,0.477334,0.472777,-0.041095,0.484811,0.522723,-0.106058,0.487515,0.430944,-0.119724,0.485934,0.358012,-0.110699,0.528625,0.471278,-0.051068,0.533195,0.559477,-0.084866,0.530223,0.610257,-0.097609,0.521134,0.661692,-0.100532
G,0.48686,0.24169,0,0.411986,0.24942,-0.058398,0.360479,0.306223,-0.088373,0.345331,0.37281,-0.113873,0.360982,0.411094,-0.132376,0.373584,0.456703,-0.046646,0.378991,0.509372,-0.10093,0.397863,0.436571,-0.128675,0.410561,0.370919,-0.136979,0.425247,0.475946,-0.039795,0.427784,0.53077,-0.105538,0.444094,0.433887,-0.127799,0.450887,0.362961,-0.128169,0.477813,0.484788,-0.043036,0.484979,0.534157,-0.105896,0.48563,0.437579,-0.117598,0.4824,0.365078,-0.107785,0.529156,0.481325,-0.050895,0.53271,0.571626,-0.083683,0.528223,0.621015,-0.095566,0.517826,0.674236,-0.097896
G,0.491094,0.256064,0,0.415653,0.260531,-0.055067,0.363928,0.313304,-0.083683,0.345178,0.374601,-0.1085,0.354791,0.404682,-0.126857,0.375,0.459462,-0.044531,0.378615,0.509919,-0.098996,0.397048,0.441144,-0.128361,0.409572,0.375936,-0.138638,0.426719,0.478299,-0.039586,0.428595,0.537229,-0.105426,0.444688,0.444081,-0.12877,0.45085,0.372033,-0.130774,0.479245,0.488145,-0.044561,0.485847,0.539368,-0.107533,0.487479,0.445697,-0.119944,0.484922,0.373279,-0.111294,0.529546,0.486337,-0.053968,0.533591,0.573202,-0.087635,0.528665,0.622433,-0.100467,0.517294,0.674507,-0.103977
G,0.487687,0.242071,0,0.414623,0.248658,-0.056466,0.359605,0.303979,-0.084944,0.337928,0.358024,-0.109669,0.345461,0.378672,-0.12732,0.374609,0.444068,-0.042881,0.381473,0.496744,-0.096878,0.400822,0.42556,-0.124013,0.411298,0.361591,-0.132079,0.42634,0.463525,-0.037008,0.430492,0.518441,-0.103039,0.445712,0.425914,-0.124561,0.450191,0.356865,-0.124151,0.4788,0.472764,-0.041538,0.486888,0.521008,-0.105169,0.487502,0.427811,-0.116766,0.482985,0.357582,-0.106319,0.528373,0.470871,-0.050532,0.532915,0.559148,-0.083811,0.530612,0.608977,-0.095757,0.522257,0.661233,-0.097767
G,0.514978,0.248414,0,0.451547,0.245248,-0.069742,0.409255,0.288163,-0.106884,0.404606,0.350903,-0.137664,0.427918,0.388066,-0.161049,0.402158,0.438613,-0.057462,0.416015,0.498885,-0.113324,0.438317,0.430977,-0.141314,0.449426,0.367504,-0.14977,0.455291,0.45785,-0.046525,0.462956,0.522539,-0.115407,0.481673,0.432885,-0.140499,0.484372,0.365213,-0.142665,0.505871,0.470397,-0.046387,0.518067,0.525733,-0.112239,0.521653,0.437663,-0.129065,0.516991,0.369696,-0.122243,0.552287,0.473199,-0.051458,0.557575,0.562994,-0.084144,0.555325,0.610715,-0.097957,0.545269,0.660153,-0.10208
G,0.493274,0.242861,0,0.431677,0.244644,-0.06701,0.390189,0.28737,-0.107089,0.389431,0.343034,-0.141369,0.410148,0.368893,-0.16821,0.389203,0.443119,-0.063678,0.394572,0.489047,-0.12255,0.41498,0.420434,-0.152147,0.428136,0.358878,-0.161263,0.441951,0.464632,-0.055244,0.444669,0.51954,-0.126665,0.46026,0.423603,-0.150133,0.467414,0.35189,-0.150185,0.493068,0.474226,-0.056891,0.499367,0.520161,-0.122541,0.499249,0.425679,-0.133609,0.496008,0.357945,-0.122951,0.541925,0.472451,-0.063769,0.54792,0.556176,-0.095748,0.542541,0.603677,-0.106404,0.530834,0.659853,-0.108362
G,0.508313,0.245433,0,0.432929,0.248355,-0.064644,0.383015,0.30349,-0.099488,0.371089,0.369984,-0.129462,0.389158,0.408753,-0.152918,0.37327,0.445294,-0.05145,0.383471,0.496447,-0.110631,0.408583,0.426745,-0.14397,0.424961,0.36182,-0.156331,0.427768,0.463779,-0.043188,0.435825,0.517497,-0.11357,0.458635,0.424853,-0.141226,0.466622,0.354149,-0.145742,0.482806,0.47432,-0.045838,0.492066,0.523361,-0.111403,0.499592,0.433253,-0.127276,0.501859,0.360072,-0.120458,0.534741,0.473126,-0.053789,0.537522,0.555801,-0.087672,0.530878,0.601601,-0.102108,0.519017,0.645933,-0.106449
G,0.506969,0.235433,0,0.435833,0.237846,-0.062118,0.386655,0.282997,-0.097875,0.374262,0.341251,-0.127796,0.388502,0.366857,-0.150639,0.381038,0.426565,-0.060755,0.386459,0.474372,-0.119165,0.410015,0.403739,-0.148912,0.427581,0.34021,-0.158598,0.433521,0.446926,-0.05289,0.438577,0.496178,-0.123508,0.45421,0.399554,-0.147148,0.46205,0.329195,-0.148587,0.486435,0.457036,-0.055085,0.495207,0.501493,-0.12093,0.494546,0.407353,-0.135433,0.492013,0.3379,-0.128194,0.537026,0.455739,-0.061771,0.543042,0.53822,-0.097968,0.538754,0.587983,-0.113651,0.529181,0.643576,-0.118946
G,0.494662,0.220779,0,0.428648,0.222434,-0.062278,0.38375,0.275875,-0.095264,0.388442,0.343069,-0.121669,0.414256,0.382331,-0.141059,0.379115,0.417546,-0.058771,0.382082,0.45949,-0.112155,0.400884,0.386966,-0.138038,0.415371,0.327911,-0.14557,0.42942,0.436325,-0.049311,0.429061,0.483152,-0.112522,0.443648,0.389917,-0.133798,0.449747,0.327758,-0.134634,0.481002,0.443328,-0.04951,0.485027,0.482989,-0.109168,0.485947,0.390572,-0.122111,0.484498,0.325774,-0.114811,0.529882,0.437875,-0.054166,0.532044,0.514465,-0.086527,0.529194,0.559512,-0.100738,0.523821,0.610838,-0.105233
G,0.497704,0.217326,0,0.432302,0.221485,-0.060215,0.386554,0.273328,-0.09356,0.383558,0.339463,-0.120487,0.40194,0.379987,-0.139706,0.390332,0.414565,-0.063329,0.390703,0.459192,-0.118589,0.411932,0.388621,-0.143152,0.426864,0.333802,-0.149273,0.441626,0.434653,-0.0552,0.442649,0.479932,-0.12193,0.456451,0.383931,-0.140341,0.462469,0.320766,-0.138206,0.492167,0.442298,-0.056544,0.496479,0.480354,-0.119552,0.494511,0.385543,-0.129813,0.490857,0.321284,-0.119828,0.539222,0.437447,-0.062136,0.545172,0.521177,-0.09736,0.543378,0.570413,-0.111897,0.536736,0.628977,-0.116139
G,0.510026,0.226093,0,0.443181,0.221383,-0.062802,0.398359,0.263795,-0.097721,0.399358,0.323452,-0.126156,0.424597,0.35738,-0.148127,0.390935,0.411131,-0.063451,0.39932,0.454095,-0.118171,0.417029,0.381797,-0.14522,0.430702,0.322783,-0.153775,0.443271,0.430174,-0.05439,0.449539,0.47663,-0.120086,0.461218,0.37814,-0.141997,0.467271,0.314282,-0.143215,0.494932,0.437739,-0.05462,0.505037,0.479824,-0.116027,0.504382,0.385613,-0.128614,0.501801,0.324021,-0.121093,0.543862,0.43392,-0.059235,0.551926,0.512047,-0.092142,0.550614,0.550506,-0.10519,0.545805,0.597997,-0.108862
G,0.500025,0.236615,0,0.435149,0.231902,-0.059603,0.386836,0.276116,-0.09273,0.382804,0.33623,-0.120615,0.404667,0.371498,-0.142357,0.371466,0.417774,-0.054432,0.380076,0.462631,-0.107895,0.397908,0.397173,-0.136024,0.410974,0.338737,-0.145504,0.424653,0.438435,-0.047909,0.428666,0.488148,-0.112803,0.442757,0.395003,-0.137211,0.449607,0.330429,-0.139754,0.477605,0.44761,-0.050489,0.486589,0.493432,-0.111588,0.489191,0.400639,-0.124456,0.488331,0.33654,-0.116518,0.528655,0.443532,-0.05747,0.531484,0.515691,-0.08865,0.527813,0.548061,-0.098755,0.521222,0.587783,-0.099889
G,0.499291,0.233199,0,0.430894,0.234464,-0.051505,0.381134,0.287593,-0.078659,0.379917,0.356757,-0.101477,0.401751,0.399274,-0.117965,0.374497,0.419834,-0.048119,0.376334,0.466612,-0.099811,0.397704,0.398339,-0.125778,0.412798,0.341877,-0.133749,0.426058,0.44035,-0.043522,0.428515,0.488185,-0.105604,0.444789,0.393357,-0.126207,0.451121,0.330289,-0.126619,0.478073,0.448952,-0.047734,0.485695,0.495319,-0.106311,0.488334,0.403745,-0.117107,0.486137,0.340359,-0.108548,0.5281,0.444949,-0.055731,0.532393,0.520464,-0.08713,0.530128,0.557473,-0.098186,0.52412,0.601321,-0.10013
G,0.49418,0.218204,0,0.423753,0.225213,-0.049874,0.373926,0.285392,-0.074916,0.368179,0.356832,-0.09562,0.387661,0.403722,-0.109473,0.380638,0.418363,-0.04469,0.37408,0.462959,-0.094582,0.394066,0.39398,-0.117509,0.408689,0.339066,-0.123094,0.428794,0.438073,-0.03974,0.423022,0.483232,-0.100102,0.438798,0.387791,-0.117144,0.4462,0.323836,-0.114576,0.478157,0.446765,-0.044089,0.476046,0.487414,-0.103443,0.478605,0.391705,-0.113722,0.478839,0.326074,-0.103852,0.525019,0.442657,-0.051792,0.52828,0.526706,-0.085762,0.527043,0.573158,-0.099663,0.521959,0.626158,-0.103096
G,0.498509,0.22621,0,0.426381,0.224765,-0.054266,0.375046,0.266702,-0.08609,0.365085,0.328779,-0.112361,0.382931,0.366056,-0.132108,0.370164,0.416025,-0.054962,0.371611,0.460334,-0.106099,0.391071,0.395178,-0.131315,0.408122,0.338831,-0.13969,0.417771,0.435647,-0.049709,0.416425,0.481421,-0.111204,0.432592,0.38791,-0.131021,0.442414,0.32493,-0.132102,0.468236,0.445132,-0.05334,0.470306,0.486098,-0.113495,0.469874,0.39008,-0.126479,0.469838,0.322247,-0.12057,0.519157,0.442109,-0.060466,0.526338,0.524581,-0.096773,0.523581,0.572742,-0.112773,0.515321,0.629042,-0.119053
G,0.487551,0.227208,0,0.421138,0.234696,-0.047534,0.373649,0.28841,-0.072755,0.363985,0.354115,-0.09399,0.375144,0.403008,-0.108413,0.383189,0.423507,-0.048461,0.37152,0.47142,-0.097877,0.391158,0.39915,-0.119791,0.408577,0.346414,-0.124944,0.430257,0.443827,-0.044273,0.419029,0.492936,-0.104596,0.433175,0.39325,-0.120804,0.441638,0.331701,-0.118009,0.478329,0.45244,-0.04856,0.474022,0.495451,-0.107811,0.47332,0.397042,-0.116611,0.472792,0.333425,-0.106356,0.52482,0.449871,-0.055851,0.529438,0.535512,-0.092093,0.5266,0.58387,-0.107229,0.520365,0.641498,-0.111673
G,0.483132,0.228409,0,0.406989,0.232547,-0.048385,0.344997,0.280495,-0.074597,0.310117,0.331045,-0.097798,0.300063,0.356163,-0.113995,0.37572,0.424092,-0.048318,0.363962,0.476388,-0.098575,0.384264,0.402915,-0.11972,0.401687,0.34716,-0.12464,0.423078,0.443895,-0.045921,0.41225,0.497042,-0.109072,0.427298,0.397883,-0.126266,0.438219,0.331673,-0.124125,0.47225,0.452178,-0.052182,0.466529,0.499306,-0.114649,0.465092,0.400148,-0.122514,0.465324,0.332487,-0.111362,0.519926,0.449272,-0.061769,0.524512,0.534307,-0.098637,0.520384,0.583499,-0.111973,0.513455,0.639858,-0.115497
G,0.497505,0.245397,0,0.421118,0.227438,-0.057319,0.362545,0.267511,-0.090636,0.337968,0.326474,-0.118359,0.342533,0.364261,-0.141805,0.354536,0.400784,-0.062402,0.352583,0.452027,-0.116,0.372729,0.398027,-0.145324,0.389994,0.342865,-0.157932,0.404579,0.430622,-0.058213,0.398103,0.47917,-0.124881,0.420318,0.382812,-0.14985,0.435068,0.307557,-0.15417,0.457405,0.445446,-0.06233,0.452557,0.496343,-0.12785,0.460445,0.39871,-0.140978,0.465174,0.324397,-0.134324,0.509594,0.445108,-0.070216,0.509344,0.517977,-0.110658,0.503597,0.542968,-0.124,0.493868,0.571165,-0.127256
G,0.484081,0.237971,0,0.419586,0.228173,-0.060783,0.372418,0.265349,-0.096904,0.365084,0.327602,-0.127552,0.388014,0.372216,-0.15275,0.353015,0.411373,-0.06241,0.353967,0.461742,-0.118287,0.375624,0.397652,-0.148455,0.391615,0.338351,-0.159811,0.401778,0.435498,-0.056381,0.400052,0.484502,-0.123788,0.418568,0.389471,-0.148418,0.428497,0.322091,-0.151435,0.453577,0.447647,-0.059695,0.456152,0.495656,-0.123994,0.459403,0.400128,-0.139478,0.459292,0.331112,-0.133522,0.503945,0.445404,-0.067084,0.508625,0.527594,-0.103417,0.505293,0.569264,-0.118678,0.498088,0.615378,-0.123693
H,0.456147,0.227853,0.000001,0.522564,0.212575,-0.043467,0.577065,0.237792,-0.07114,0.580486,0.310668,-0.097087,0.564359,0.377626,-0.121778,0.60198,0.370196,-0.057522,0.626394,0.455703,-0.097772,0.628495,0.510163,-0.126196,0.629039,0.567714,-0.146254,0.558554,0.403748,-0.060431,0.574199,0.486097,-0.107264,0.573455,0.554852,-0.135974,0.572097,0.622343,-0.153669,0.510423,0.410635,-0.066722,0.510678,0.420199,-0.117181,0.515598,0.335336,-0.127962,0.520167,0.277683,-0.126944,0.465184,0.39657,-0.076755,0.46419,0.382651,-0.11621,0.479457,0.318012,-0.122034,0.493541,0.269438,-0.120465
H,0.448945,0.258758,0.000001,0.525836,0.217095,-0.04873,0.582496,0.232073,-0.080408,0.589382,0.30225,-0.10847,0.581199,0.370782,-0.135407,0.618077,0.373742,-0.070987,0.646115,0.4684,-0.116605,0.648152,0.53115,-0.152377,0.648937,0.5941,-0.177985,0.577508,0.4123,-0.072105,0.587797,0.498352,-0.124656,0.589453,0.571682,-0.159826,0.593571,0.643166,-0.182913,0.53316,0.421004,-0.075928,0.526717,0.425523,-0.123877,0.525942,0.340688,-0.13603,0.532427,0.280937,-0.139067,0.494441,0.401399,-0.084504,0.48229,0.387239,-0.121029,0.491775,0.321983,-0.126748,0.508293,0.271718,-0.126489
H,0.458825,0.234247,0.000001,0.529133,0.218261,-0.04136,0.581007,0.248135,-0.068197,0.589492,0.322436,-0.094233,0.58373,0.390877,-0.118672,0.615367,0.380958,-0.050411,0.640258,0.470437,-0.090037,0.645291,0.528843,-0.119338,0.64891,0.590896,-0.140523,0.571667,0.417762,-0.055527,0.586204,0.503832,-0.101701,0.590615,0.574064,-0.131823,0.594255,0.642796,-0.151235,0.523088,0.425438,-0.064319,0.52377,0.44798,-0.114779,0.528958,0.354293,-0.123768,0.534475,0.285596,-0.121645,0.47773,0.409127,-0.077015,0.477577,0.396474,-0.11779,0.49229,0.328111,-0.12307,0.506654,0.273161,-0.120646
H,0.436612,0.262509,0.000001,0.513954,0.228461,-0.043894,0.573445,0.246314,-0.071594,0.588438,0.320338,-0.097741,0.583309,0.395121,-0.122118,0.611356,0.383303,-0.050564,0.63991,0.471061,-0.091324,0.643729,0.530943,-0.12345,0.647212,0.59298,-0.146992,0.567784,0.421289,-0.054237,0.580477,0.510151,-0.10086,0.580541,0.579877,-0.131297,0.583268,0.647075,-0.151352,0.520089,0.430055,-0.062217,0.520473,0.445751,-0.11205,0.523491,0.358016,-0.1236,0.528575,0.295483,-0.124347,0.476612,0.412521,-0.074265,0.475676,0.400234,-0.112777,0.487508,0.334203,-0.118357,0.500469,0.282908,-0.117304
H,0.476621,0.24086,0.000001,0.538533,0.237274,-0.042894,0.584429,0.279475,-0.070767,0.586141,0.354803,-0.096999,0.575433,0.419163,-0.121457,0.604271,0.403945,-0.054148,0.625003,0.491022,-0.096608,0.62889,0.551531,-0.125325,0.628788,0.614543,-0.144769,0.560782,0.435214,-0.058347,0.579671,0.529332,-0.107642,0.579654,0.600169,-0.136498,0.578622,0.670254,-0.152862,0.512386,0.439261,-0.066145,0.515509,0.472441,-0.123915,0.517606,0.377709,-0.127102,0.522059,0.313097,-0.116518,0.463974,0.424365,-0.077471,0.471224,0.432169,-0.122676,0.483318,0.364809,-0.122498,0.496855,0.312016,-0.113536
H,0.470661,0.258014,0.000001,0.535052,0.254203,-0.041285,0.583598,0.295512,-0.068563,0.582908,0.374522,-0.094596,0.56741,0.44279,-0.118963,0.598947,0.424398,-0.049168,0.61875,0.516324,-0.088385,0.621544,0.57613,-0.114908,0.622335,0.63916,-0.133131,0.55772,0.456419,-0.053426,0.576423,0.556097,-0.096664,0.57583,0.627388,-0.121507,0.57523,0.698366,-0.136123,0.510542,0.458899,-0.061732,0.51392,0.492621,-0.1151,0.520546,0.400126,-0.120164,0.526897,0.336173,-0.112679,0.46252,0.439557,-0.07357,0.468957,0.445312,-0.117524,0.484569,0.37584,-0.120274,0.500064,0.321345,-0.114621
H,0.441238,0.282561,0.000001,0.513418,0.260649,-0.039466,0.571478,0.287671,-0.065688,0.578193,0.362245,-0.091153,0.561999,0.43254,-0.11487,0.593311,0.414681,-0.048923,0.614933,0.511633,-0.086019,0.61693,0.570751,-0.111552,0.617536,0.630084,-0.129083,0.551599,0.446197,-0.052846,0.569401,0.548636,-0.095106,0.571593,0.621843,-0.120041,0.574105,0.691452,-0.13509,0.506725,0.451629,-0.060338,0.511231,0.482467,-0.10937,0.513804,0.396097,-0.115927,0.516591,0.334945,-0.110716,0.463425,0.436988,-0.071254,0.469423,0.438827,-0.109888,0.482836,0.374195,-0.112676,0.494771,0.320716,-0.108082
H,0.458026,0.267395,0.000001,0.52486,0.254324,-0.03616,0.575351,0.28667,-0.060665,0.579321,0.361936,-0.084568,0.564333,0.427953,-0.106991,0.59804,0.410629,-0.044966,0.618244,0.501679,-0.080168,0.621577,0.560282,-0.104682,0.623024,0.619067,-0.121962,0.556445,0.442132,-0.049934,0.573397,0.536469,-0.09079,0.573112,0.607472,-0.115719,0.572873,0.674234,-0.130628,0.511071,0.447085,-0.058119,0.513904,0.47594,-0.10546,0.517394,0.394492,-0.112185,0.522017,0.335204,-0.107332,0.467129,0.432893,-0.06943,0.470793,0.433609,-0.107697,0.484209,0.373935,-0.111375,0.497616,0.324394,-0.107234
H,0.449894,0.277132,0.000001,0.519256,0.255719,-0.039052,0.575133,0.28428,-0.064897,0.581041,0.361245,-0.089826,0.567209,0.430521,-0.113396,0.59684,0.412326,-0.052441,0.622506,0.502381,-0.089021,0.625735,0.55971,-0.114092,0.628336,0.618182,-0.132228,0.55523,0.447948,-0.057043,0.575995,0.539177,-0.099598,0.576978,0.607266,-0.125184,0.578072,0.672962,-0.141172,0.507158,0.454909,-0.064627,0.516355,0.479303,-0.113393,0.51967,0.386551,-0.119665,0.522103,0.322679,-0.11528,0.459959,0.439536,-0.075573,0.470182,0.434509,-0.11576,0.488012,0.365609,-0.120125,0.501981,0.312423,-0.116974
H,0.458881,0.269579,0.000001,0.526046,0.252923,-0.036573,0.578568,0.284387,-0.060807,0.580763,0.359925,-0.084312,0.565379,0.425355,-0.106622,0.599818,0.408169,-0.047106,0.622444,0.496686,-0.081892,0.626324,0.552579,-0.106136,0.628174,0.609429,-0.123424,0.557897,0.441198,-0.051557,0.57505,0.533136,-0.092356,0.575164,0.601083,-0.11717,0.575221,0.666375,-0.132432,0.512425,0.447378,-0.059062,0.516092,0.475575,-0.106219,0.519434,0.390847,-0.113327,0.52347,0.331096,-0.109357,0.468739,0.433709,-0.069648,0.473979,0.433049,-0.108144,0.488943,0.370729,-0.112509,0.502834,0.320776,-0.109314
H,0.462818,0.269471,0.000001,0.528872,0.256982,-0.037417,0.578193,0.292534,-0.061355,0.581014,0.366446,-0.084216,0.566768,0.427696,-0.106244,0.598372,0.413591,-0.05095,0.620695,0.500297,-0.087327,0.625125,0.557503,-0.113045,0.627794,0.615395,-0.131656,0.556407,0.445127,-0.056259,0.574606,0.535659,-0.099175,0.577628,0.603794,-0.127055,0.579378,0.668505,-0.144653,0.508798,0.448508,-0.064159,0.512592,0.478748,-0.113895,0.521192,0.38921,-0.123204,0.528501,0.32526,-0.120626,0.464064,0.429204,-0.074984,0.469209,0.428338,-0.116449,0.487134,0.364726,-0.122327,0.501867,0.314505,-0.120024
H,0.477048,0.269705,0.000001,0.536391,0.256429,-0.03517,0.58568,0.290941,-0.058151,0.587871,0.365596,-0.080246,0.573488,0.427668,-0.101709,0.604565,0.412266,-0.049595,0.629533,0.495368,-0.084139,0.636488,0.551535,-0.107722,0.641124,0.609325,-0.12435,0.565645,0.447164,-0.054439,0.585316,0.536322,-0.093714,0.589278,0.602677,-0.118653,0.591414,0.66627,-0.133952,0.520967,0.452881,-0.061635,0.524489,0.475015,-0.107239,0.530386,0.390329,-0.11518,0.535466,0.331277,-0.111921,0.477377,0.437365,-0.07171,0.482905,0.434745,-0.109674,0.498342,0.373142,-0.114602,0.511449,0.324322,-0.111823
H,0.42206,0.301808,0.000001,0.500616,0.268803,-0.035223,0.564666,0.291363,-0.056692,0.585419,0.368132,-0.078393,0.579217,0.440749,-0.098161,0.595974,0.41146,-0.035223,0.628403,0.505659,-0.067049,0.634635,0.563832,-0.08915,0.639423,0.621415,-0.104807,0.555328,0.443824,-0.039432,0.578598,0.540451,-0.077819,0.584866,0.610346,-0.10104,0.590429,0.675308,-0.115472,0.51055,0.452321,-0.047785,0.522121,0.486107,-0.094406,0.52576,0.399095,-0.102766,0.528203,0.335748,-0.099468,0.466615,0.443577,-0.059182,0.480825,0.444489,-0.097138,0.494594,0.37836,-0.102418,0.507139,0.323223,-0.100042
H,0.454244,0.268855,0.000001,0.520612,0.258241,-0.040898,0.577019,0.291619,-0.065884,0.586391,0.369538,-0.089875,0.575914,0.439468,-0.111698,0.601019,0.420309,-0.042746,0.626893,0.502669,-0.079643,0.633023,0.557067,-0.103434,0.634286,0.615797,-0.119045,0.557954,0.455905,-0.044531,0.58299,0.542481,-0.087331,0.586126,0.604613,-0.111399,0.585519,0.669773,-0.124461,0.51007,0.465495,-0.050676,0.518531,0.482797,-0.102491,0.524387,0.391797,-0.106361,0.527224,0.331511,-0.096853,0.460706,0.45545,-0.060303,0.47775,0.453327,-0.098993,0.493096,0.38542,-0.099343,0.505674,0.333058,-0.091731
H,0.461402,0.267435,0.000001,0.52823,0.252204,-0.034342,0.580234,0.281677,-0.058069,0.58618,0.352135,-0.082082,0.57506,0.416194,-0.104946,0.604246,0.407877,-0.043102,0.632102,0.49163,-0.078426,0.639562,0.546537,-0.103216,0.64381,0.602823,-0.120512,0.563482,0.440286,-0.04931,0.588129,0.526777,-0.090973,0.594427,0.593621,-0.117085,0.598533,0.658133,-0.132792,0.518127,0.446335,-0.058638,0.52484,0.471031,-0.106703,0.526679,0.386694,-0.114618,0.52893,0.325866,-0.110495,0.474736,0.432186,-0.070886,0.482042,0.428053,-0.109319,0.496339,0.36541,-0.113544,0.50951,0.313501,-0.109932
H,0.421682,0.293396,0.000001,0.500518,0.255363,-0.034967,0.566359,0.272931,-0.057353,0.588103,0.347376,-0.080401,0.581451,0.420469,-0.101942,0.596298,0.396846,-0.038106,0.63214,0.487904,-0.071937,0.640447,0.544508,-0.09551,0.646509,0.600263,-0.111878,0.554913,0.431911,-0.043312,0.58676,0.525958,-0.084207,0.596937,0.594151,-0.109725,0.605476,0.660034,-0.124982,0.508295,0.442924,-0.052205,0.526934,0.467351,-0.100424,0.530193,0.37764,-0.110316,0.531136,0.314941,-0.107393,0.462879,0.434114,-0.063892,0.482617,0.428756,-0.101418,0.498979,0.361994,-0.106441,0.511892,0.308399,-0.103655
H,0.418612,0.292005,0.000001,0.498288,0.253833,-0.032468,0.562722,0.271143,-0.053944,0.583056,0.34158,-0.076353,0.576027,0.411815,-0.097319,0.591839,0.392368,-0.037479,0.626597,0.483954,-0.069517,0.63437,0.538159,-0.091261,0.639797,0.592565,-0.106285,0.549425,0.427025,-0.043489,0.582302,0.519115,-0.0826,0.590914,0.58753,-0.105998,0.59801,0.653104,-0.12002,0.502916,0.43826,-0.052817,0.521286,0.463402,-0.099959,0.523267,0.374596,-0.108242,0.523326,0.310436,-0.104297,0.458742,0.428967,-0.064733,0.478142,0.426267,-0.101465,0.492596,0.35851,-0.104958,0.503444,0.301716,-0.10112
H,0.441704,0.282949,0.000001,0.516706,0.257648,-0.034226,0.575382,0.281749,-0.056786,0.586564,0.354741,-0.079902,0.575905,0.423901,-0.101684,0.599232,0.404041,-0.041454,0.630768,0.492642,-0.075327,0.63734,0.547632,-0.098721,0.641753,0.60221,-0.115194,0.558146,0.438557,-0.047385,0.584254,0.525969,-0.087935,0.592809,0.593036,-0.113565,0.599192,0.657221,-0.129425,0.511497,0.44699,-0.056574,0.523714,0.46839,-0.103196,0.527364,0.381909,-0.113024,0.528491,0.319872,-0.111091,0.466659,0.434562,-0.068676,0.478559,0.426175,-0.105774,0.496332,0.363069,-0.111669,0.510338,0.311882,-0.109975
